Orphanet;MeSH;OMIM;MedDRA;UMLS;ICD-10
ORPHA:141022;-;113600;-;-;Q18.0
ORPHA:141030;-;-;-;-;Q18.0
ORPHA:141037;-;-;-;-;Q18.0
ORPHA:141046;-;-;-;-;Q18.8
ORPHA:141051;-;-;-;-;Q18.8
ORPHA:141061;-;-;-;-;Q38.0
ORPHA:141064;-;-;-;-;Q38.0
ORPHA:141067;-;-;-;-;-
ORPHA:141071;-;-;-;-;Q38.3
ORPHA:141074;-;108760;-;-;Q16.1
ORPHA:141077;-;-;-;C0266725;D37.0
ORPHA:141083;-;-;-;C0155241;H04.6
ORPHA:141091;-;-;-;-;Q30.8
ORPHA:141096;-;-;-;-;Q30.8
ORPHA:141099;-;-;-;-;Q30.8
ORPHA:141103;-;600679;-;C1833473;Q18.8
ORPHA:141107;-;-;-;-;D10.6
ORPHA:141112;-;-;-;C0266490;-
ORPHA:141115;-;-;-;-;-
ORPHA:141118;-;-;-;C0014066;Q01.1
ORPHA:141121;-;-;-;C0238441;Q31.1
ORPHA:141124;-;-;-;C0339880;Q31.8
ORPHA:141127;C536975;603569;-;C0265767;Q32.1
ORPHA:141132;-;-;-;-;-
ORPHA:141136;-;164210;-;-;Q75.8
ORPHA:141145;-;133900;-;C1399354;Q67.4
ORPHA:141148;C535862;606773;-;C1847521;Q67.4
ORPHA:141152;-;612776;-;-;Q38.3
ORPHA:141163;-;-;-;-;Q38.3
ORPHA:141168;-;-;-;-;Q27.3
ORPHA:141171;-;-;-;-;Q27.3
ORPHA:141174;-;-;-;-;Q27.3
ORPHA:141179;-;-;-;C1275417;D18.0
ORPHA:141184;-;-;-;C1275421;D18.0
ORPHA:141189;-;-;-;-;Q28.2
ORPHA:141194;-;-;-;-;Q28.2
ORPHA:141199;-;-;-;-;Q28.2
ORPHA:141209;-;-;-;-;I89.8
ORPHA:141214;-;-;-;-;Q67.4
ORPHA:141219;-;-;-;-;Q18.8
ORPHA:141229;-;-;-;C0685787;Q18.8
ORPHA:141234;-;-;-;-;Q18.8
ORPHA:141239;-;-;-;-;Q18.8
ORPHA:141242;-;614687;-;C0221363;Q18.8
ORPHA:141253;-;-;-;-;Q18.8
ORPHA:141258;-;600251;-;-;Q18.8
ORPHA:141261;-;-;-;-;Q18.8
ORPHA:141265;-;-;-;-;Q18.8
ORPHA:141269;-;-;-;-;Q18.8
ORPHA:141276;-;613545;-;C0024433;Q18.4
ORPHA:141288;-;-;-;C1274890;Q18.8
ORPHA:141291;-;129400;-;C1298692;Q36.9
ORPHA:141327;C548034;-;-;C2932679;Q87.0
ORPHA:141330;C548035;-;-;C2932680;Q87.0
ORPHA:141333;-;210350;-;C1859487;-
ORPHA:155712;-;-;-;-;-
ORPHA:155832;-;-;-;-;-
ORPHA:155835;-;-;-;-;Q18.0
ORPHA:155838;-;-;-;-;Q18.8
ORPHA:155867;-;-;-;-;Q18.8
ORPHA:155878;-;-;-;-;Q35.9
ORPHA:155884;-;-;-;-;Q10.3
ORPHA:155889;-;-;-;-;Q10.3
ORPHA:155896;-;-;-;-;-
ORPHA:155899;D008342;-;10051456;C0242387;Q75.4
ORPHA:156005;-;-;-;-;-
ORPHA:156071;-;-;-;-;-
ORPHA:156140;-;-;-;-;-
ORPHA:156143;-;-;-;-;-
ORPHA:156146;-;-;-;-;-
ORPHA:156149;-;-;-;-;-
ORPHA:156152;D056648;-;-;C2717865;-
ORPHA:156156;-;-;-;-;-
ORPHA:156159;-;-;-;-;G24.1
ORPHA:156162;-;-;-;-;-
ORPHA:156165;-;-;-;-;-
ORPHA:156168;-;-;-;-;-
ORPHA:156171;-;-;-;-;-
ORPHA:156174;-;-;-;-;-
ORPHA:156177;-;-;-;-;-
ORPHA:156180;-;-;-;-;-
ORPHA:156183;-;-;-;-;-
ORPHA:156202;-;-;-;-;-
ORPHA:156207;C531735;-;10025391;C0024421;Q38.2
ORPHA:156212;-;-;-;-;Q38.3
ORPHA:156215;-;-;-;-;-
ORPHA:156224;-;-;-;-;Q87.0
ORPHA:156230;-;-;-;-;Q27.3
ORPHA:156237;-;-;-;-;-
ORPHA:156243;-;-;-;-;-
ORPHA:156246;-;-;-;-;Q30.0
ORPHA:156249;-;-;-;-;Q31.0
ORPHA:156252;-;-;-;-;-
ORPHA:156532;-;-;-;-;-
ORPHA:156601;-;-;-;-;-
ORPHA:156604;-;-;-;-;-
ORPHA:156607;-;-;-;-;-
ORPHA:156610;-;-;-;-;-
ORPHA:156619;-;-;-;-;-
ORPHA:156622;-;-;-;-;-
ORPHA:156629;-;-;-;-;-
ORPHA:156638;-;-;-;-;-
ORPHA:156643;-;-;-;-;-
ORPHA:156723;-;-;-;-;-
ORPHA:156728;-;608728;-;C1837481;Q77.7
ORPHA:156731;C537999;224400;-;C0432209;Q77.7
ORPHA:157215;-;241530;-;C1853271;E83.3
ORPHA:157713;-;603896;-;-;E75.2
ORPHA:157716;-;603896;-;-;E75.2
ORPHA:157719;-;603896;-;-;E75.2
ORPHA:157769;-;-;10059119;C0266642;Q89.3
ORPHA:157788;-;-;-;-;-
ORPHA:157791;D018323;-;-;C0206732;D18.0
ORPHA:157794;-;601228;-;-;D12.6
ORPHA:157798;-;175020;-;-;D12.6
ORPHA:157801;-;609432;-;C1836206;Q70.2
ORPHA:157808;-;609143;-;-;-
ORPHA:157820;-;617055;-;-;G90.8
ORPHA:157823;D020232;-;10066431;C0270707;-
ORPHA:157826;-;-;-;C0376319;K06.8
ORPHA:157832;-;123050;-;C1852501;Q30.8
ORPHA:157835;D051302;-;10019461;C1399352;G44.0
ORPHA:157843;D051303;-;-;C1565172;G44.8
ORPHA:157846;C548080;606159;-;C1853578;G23.0
ORPHA:157850;D006211;234200;-;C0018523;G23.0
ORPHA:157855;-;-;-;-;-
ORPHA:157938;-;-;-;-;-
ORPHA:157941;-;603218;-;C1864112;G10
ORPHA:157946;-;604802;-;C1858114;G10
ORPHA:157949;-;233650;-;C2673536;D81.1
ORPHA:157954;-;612079;-;C2677535;-
ORPHA:157962;-;612109;-;-;Q87.8
ORPHA:157965;-;612350;-;C2676510;Q79.6
ORPHA:157973;-;613205;-;C2750785;G71.2
ORPHA:157987;D015616;-;-;C0019624;D76.3
ORPHA:157991;-;-;-;-;D76.3
ORPHA:157997;-;-;-;C0347403;D76.3
ORPHA:158000;D014972;-;-;C0043324;D76.3
ORPHA:158003;-;-;10052575;C0043322;D76.3
ORPHA:158008;-;-;-;-;D76.3
ORPHA:158011;D058252;-;-;C1275339;D76.3
ORPHA:158014;-;602782;10063397;-;D76.3
ORPHA:158019;-;-;-;-;D76.3
ORPHA:158022;-;-;-;-;D76.3
ORPHA:158025;-;142630;-;-;D76.3
ORPHA:158029;-;269600;-;C0036489;D76.3
ORPHA:158032;-;-;10058125;C3887558;-
ORPHA:158038;-;-;10070904;C0272199;-
ORPHA:158041;-;-;-;C0019068;-
ORPHA:158048;-;-;-;C0019068;-
ORPHA:158057;-;-;-;-;-
ORPHA:158061;D055501;-;10053867;C1096155;-
ORPHA:158124;-;-;-;-;-
ORPHA:158266;-;-;-;C3711380;-
ORPHA:158300;-;-;-;-;-
ORPHA:158661;-;-;-;-;Q81.0
ORPHA:158665;-;-;-;-;Q81.0
ORPHA:158668;C536183;604536;-;C1858302;Q81.0
ORPHA:158673;-;-;-;-;Q81.2
ORPHA:158676;-;-;-;-;Q81.2
ORPHA:158681;-;609352;-;C1836284;Q81.0
ORPHA:158684;-;612138;-;C2677349;Q81.0
ORPHA:158687;C535493;609638;-;C1864826;Q81.0
ORPHA:158766;-;-;-;-;Q82.2
ORPHA:158769;-;-;-;-;Q82.2
ORPHA:158772;-;-;-;-;Q82.2
ORPHA:158775;-;-;-;-;C96.2
ORPHA:158778;-;-;-;-;C96.2
ORPHA:158793;-;-;-;-;C96.2
ORPHA:158796;-;-;-;-;C94.3
ORPHA:158799;-;-;-;-;C94.3
ORPHA:160148;-;-;-;-;D12.6
ORPHA:162516;-;-;-;-;Q30.8
ORPHA:162521;-;-;-;-;-
ORPHA:162526;-;-;-;-;Q16.3
ORPHA:163209;-;-;-;-;Q04.8
ORPHA:163525;-;-;10057903;C0024140;L93.1
ORPHA:163528;-;-;-;-;-
ORPHA:163531;-;-;10057929;-;L93.0
ORPHA:163582;-;-;-;C0004623;-
ORPHA:163585;-;-;-;C0042769;-
ORPHA:163588;-;-;-;C0030499;-
ORPHA:163591;-;-;-;C0026946;-
ORPHA:163596;-;236750;-;-;D56.0
ORPHA:163631;-;-;-;-;K76.8
ORPHA:163634;-;614569;-;C0024454;Q78.4
ORPHA:163637;-;-;-;-;-
ORPHA:163649;-;602611;-;C1865134;Q77.7
ORPHA:163654;-;611717;-;C2673649;Q77.7
ORPHA:163662;-;600561;-;C1833603;Q77.7
ORPHA:163665;-;271620;-;C1849053;Q77.7
ORPHA:163668;-;184000;-;C1866719;Q77.7
ORPHA:163673;-;-;-;-;-
ORPHA:163678;-;-;-;-;-
ORPHA:163681;-;610042;-;C1864887;Q04.8
ORPHA:163684;-;613724;-;-;E75.2
ORPHA:163690;-;606407;-;C1848030;E72.0
ORPHA:163693;-;606407;-;-;Q93.5
ORPHA:163696;-;254900;-;C0751779;-
ORPHA:163699;D018234;606243;10001882;C0206657;C49.9
ORPHA:163703;-;-;-;-;G40.5
ORPHA:163708;-;-;-;-;-
ORPHA:163717;-;614417;-;-;-
ORPHA:163721;-;245570;-;-;-
ORPHA:163727;C535499;608105;-;C1842531;-
ORPHA:163746;-;609136;-;C1836727;E75.2
ORPHA:163892;D020363;-;-;C0338430;-
ORPHA:163895;-;-;-;C0338430;G13.1
ORPHA:163898;-;-;-;-;G13.1
ORPHA:163903;-;-;-;-;G13.1
ORPHA:163908;-;-;-;-;G13.1
ORPHA:163914;-;-;-;-;-
ORPHA:163918;-;-;-;-;-
ORPHA:163921;-;-;-;-;A86
ORPHA:163924;-;-;-;-;G04.8
ORPHA:163927;-;-;10050185;C0030246;L40.3
ORPHA:163931;-;-;-;-;L40.2
ORPHA:163934;-;-;10069664;C1274788;H16.2
ORPHA:163937;-;300749;-;C2677903;Q04.3
ORPHA:163953;-;-;-;-;-
ORPHA:163956;-;300860;-;-;Q87.8
ORPHA:163961;-;300864;-;-;Q87.8
ORPHA:163966;-;300863;-;-;Q87.8
ORPHA:163971;-;-;-;-;Q87.8
ORPHA:163976;-;-;-;-;Q87.8
ORPHA:163979;-;300712;-;-;Q87.8
ORPHA:163982;-;-;-;-;-
ORPHA:163985;-;300607;-;C1845102;G25.8
ORPHA:163988;-;-;-;-;-
ORPHA:164001;-;-;-;-;-
ORPHA:164004;-;-;10060957;C0266599;Q16.3
ORPHA:164726;-;-;-;-;D46
ORPHA:164736;-;616882;-;C1858496;G47.2
ORPHA:164823;-;-;-;-;D61.1
ORPHA:165652;-;-;-;-;-
ORPHA:165655;-;-;-;-;-
ORPHA:165658;-;-;-;-;-
ORPHA:165661;-;-;-;-;-
ORPHA:165704;-;-;-;-;-
ORPHA:165707;-;-;-;-;-
ORPHA:165711;-;-;-;-;-
ORPHA:165805;-;614418;-;-;-
ORPHA:165955;-;-;-;C0344061;B87.1
ORPHA:165958;-;-;-;-;B87.8
ORPHA:165961;-;-;-;-;-
ORPHA:165985;-;-;-;-;E16.1
ORPHA:165988;-;-;-;-;E16.1
ORPHA:165991;-;610021;-;C1864902;E16.1
ORPHA:165994;-;145650;-;C1840364;E05.8
ORPHA:166002;-;600969;-;-;Q77.3
ORPHA:166011;-;132450;-;C1851536;Q77.3
ORPHA:166016;-;601560;-;C1832112;Q78.8
ORPHA:166024;-;607131;-;C1846722;Q77.3
ORPHA:166029;-;609324;-;C1836315;Q77.3
ORPHA:166032;-;609325;-;C1836307;Q77.3
ORPHA:166035;-;250410;-;C1855188;-
ORPHA:166038;-;250230;-;C1855217;-
ORPHA:166063;C536716;225753;-;C1856974;Q04.3
ORPHA:166068;-;610204;-;C1857762;Q04.3
ORPHA:166073;C548074;611523;-;C1969084;Q04.3
ORPHA:166078;D056725;193400;-;C1264039;D68.0
ORPHA:166081;D056728;613554;-;C1264040;D68.0
ORPHA:166084;-;613554;-;C1282968;D68.0
ORPHA:166087;-;613554;-;C1282971;D68.0
ORPHA:166090;-;613554;-;C1282974;D68.0
ORPHA:166093;-;613554;-;C1282975;D68.0
ORPHA:166096;D056729;277480;-;C1264041;D68.0
ORPHA:166100;C537494;184840;-;C1861481;Q87.5
ORPHA:166105;-;-;-;-;G71.3
ORPHA:166108;-;612292;-;-;Q87.8
ORPHA:166113;-;-;-;C0406355;-
ORPHA:166119;-;166700;-;C1833699;Q78.8
ORPHA:166260;-;605594;-;C2973527;K00.5
ORPHA:166265;-;125500;-;C0399378;K00.5
ORPHA:166272;-;184260;-;C2745953;Q78.8
ORPHA:166277;-;604922;-;C1858032;Q78.8
ORPHA:166282;D012804;182190;10040639;C0037052;I49.5
ORPHA:166286;-;-;-;C0473579;Q82.5
ORPHA:166291;D004184;-;-;C0012602;B74.8
ORPHA:166295;-;-;-;-;G40.4
ORPHA:166299;-;-;-;-;G40.2
ORPHA:166302;-;-;-;-;G40.1
ORPHA:166305;-;-;-;-;-
ORPHA:166308;-;-;-;-;-
ORPHA:166311;-;-;-;-;-
ORPHA:166409;-;609572;-;C0393720;G40.8
ORPHA:166412;-;613340;-;-;G40.8
ORPHA:166415;-;-;-;C0751791;G40.8
ORPHA:166418;-;-;-;C0393725;G40.8
ORPHA:166421;-;-;-;-;G40.8
ORPHA:166424;-;-;-;-;G40.8
ORPHA:166427;-;-;-;-;G40.8
ORPHA:166430;-;-;-;-;G40.8
ORPHA:166433;-;132300;-;C0278193;G40.8
ORPHA:166457;-;-;-;-;-
ORPHA:166463;-;-;-;-;-
ORPHA:166466;-;-;-;-;-
ORPHA:166469;-;-;-;-;-
ORPHA:166472;-;-;-;-;-
ORPHA:166475;-;-;-;-;-
ORPHA:166478;-;-;-;-;-
ORPHA:166481;-;-;-;C1299598;-
ORPHA:166484;-;-;-;-;-
ORPHA:166487;-;-;-;-;-
ORPHA:166490;-;-;-;-;-
ORPHA:166775;-;-;-;-;-
ORPHA:167635;D053718;-;10055046;C0263390;L98.5
ORPHA:167714;-;601626;-;-;-
ORPHA:167759;-;-;-;-;K00.5
ORPHA:167762;-;-;-;C0011436;-
ORPHA:167848;D009202;-;10007636;C0878544;-
ORPHA:168194;-;-;-;C0018809;-
ORPHA:168443;C535783;183849;-;C1866728;Q77.7
ORPHA:168448;-;300232;-;-;Q77.7
ORPHA:168451;-;601668;-;C1866507;Q77.7
ORPHA:168454;C535785;610442;-;C1864872;Q77.7
ORPHA:168486;-;610127;-;C0027877;E75.4
ORPHA:168491;-;610127;-;C0022340;E75.4
ORPHA:168544;-;313420;-;C0796172;Q77.8
ORPHA:168549;C535795;602271;-;C1865695;Q77.8
ORPHA:168552;C535791;607543;-;C1843706;Q77.8
ORPHA:168555;-;609052;-;C1836862;Q77.8
ORPHA:168558;-;613743;-;-;Q56.1
ORPHA:168563;-;607080;-;C2751325;Q56.1
ORPHA:168566;-;610505;-;C1864840;E88.8
ORPHA:168569;-;602782;-;-;D76.3
ORPHA:168572;C538343;255995;-;C1850625;G71.2
ORPHA:168577;-;608885;-;C1837206;D58.8
ORPHA:168583;-;604901;-;C1858051;K74.6
ORPHA:168588;-;614662;-;C1291245;E25.8
ORPHA:168593;-;608800;-;C1837371;G90.8
ORPHA:168598;-;250850;-;C0268621;E72.1
ORPHA:168601;-;226200;-;C0268416;K90.8
ORPHA:168606;-;610227;-;C1853258;-
ORPHA:168609;-;580000;-;-;-
ORPHA:168612;-;615969;-;C1863081;-
ORPHA:168615;-;615970;-;-;-
ORPHA:168621;-;-;-;-;Q78.8
ORPHA:168624;-;609579;-;C1865070;Q87.0
ORPHA:168629;-;188000;-;-;D69.4
ORPHA:168632;-;605827;-;C1853919;Q82.5
ORPHA:168778;D002659;-;10061345;C0524528;F84.5
ORPHA:168782;-;-;10008522;C0236791;F84.3
ORPHA:168796;C535852;610140;-;C1857829;Q87.2
ORPHA:168803;-;-;-;-;-
ORPHA:168807;-;-;-;-;C45.1
ORPHA:168811;-;-;10056558;C0346109;C45.1
ORPHA:168816;-;-;-;C0206680;C45.1
ORPHA:168829;-;-;-;-;C48.2
ORPHA:168940;-;-;10065854;C0346421;D47.5
ORPHA:168943;-;-;-;-;-
ORPHA:168947;-;-;-;-;D47.1
ORPHA:168950;-;-;-;C3472621;D47.1
ORPHA:168953;-;613523;-;-;D47.1
ORPHA:168956;D017681;-;10048643;C1540912;D47.5
ORPHA:168960;-;-;10038271;C0002894;D46.3
ORPHA:168966;D058617;-;-;C0545080;-
ORPHA:168972;-;-;-;-;-
ORPHA:168984;-;613089;-;-;Q87.3
ORPHA:168999;-;-;-;-;-
ORPHA:169079;-;611291;-;-;D81.1
ORPHA:169082;-;615607;-;-;D81.2
ORPHA:169085;-;608957;-;C1837065;D84.8
ORPHA:169090;-;612782;-;-;D81.8
ORPHA:169095;-;601705;-;-;D82.8
ORPHA:169100;-;606367;-;-;D81.2
ORPHA:169105;-;-;-;C0221027;-
ORPHA:169110;-;-;-;C0398692;D80.8
ORPHA:169139;-;-;10044388;C0272238;D80.7
ORPHA:169142;-;617475;-;-;D71
ORPHA:169147;-;216950;-;-;D84.1
ORPHA:169150;-;613790;-;-;D84.1
ORPHA:169154;-;608971;-;C1837028;D81.2
ORPHA:169157;-;608971;-;C1837028;D81.2
ORPHA:169160;-;608971;-;-;D81.2
ORPHA:169163;-;-;10072229;C3267076;Q75.0
ORPHA:169186;-;255200;-;C0410204;G71.2
ORPHA:169189;-;614408;-;C1834558;G71.2
ORPHA:169346;-;-;-;-;-
ORPHA:169349;-;-;-;C0432218;-
ORPHA:169355;-;-;-;-;-
ORPHA:169361;-;-;-;-;-
ORPHA:169443;-;-;-;-;D80.6
ORPHA:169446;-;-;-;-;-
ORPHA:169464;-;612300;-;-;D84.1
ORPHA:169467;-;613912;-;C0398764;D84.1
ORPHA:169615;-;-;-;C0342544;E22.8
ORPHA:169618;-;-;-;-;E22.8
ORPHA:169793;-;306900;-;-;D67
ORPHA:169796;-;306900;-;-;D67
ORPHA:169799;-;306900;-;-;D67
ORPHA:169802;-;306700;-;C0272322;D66
ORPHA:169805;-;306700;-;-;D66
ORPHA:169808;-;306700;-;C0272324;D66
ORPHA:169826;-;-;-;-;D68.2
ORPHA:171201;-;-;-;C0345210;Q42.1
ORPHA:171208;-;-;-;-;Q42.1
ORPHA:171215;-;-;-;C0345218;Q42.3
ORPHA:171220;-;-;-;-;Q43.4
ORPHA:171430;-;616165;-;-;G71.2
ORPHA:171433;-;161800;-;-;G71.2
ORPHA:171436;-;616165;-;-;G71.2
ORPHA:171439;-;609285;-;C0546125;G71.2
ORPHA:171442;-;-;-;C0546123;G71.2
ORPHA:171445;-;609524;-;C1836050;G71.8
ORPHA:171607;-;300750;-;C2677897;G11.4
ORPHA:171612;-;611945;-;C2936880;G11.4
ORPHA:171617;-;612335;-;C2676732;G11.4
ORPHA:171622;-;611252;-;C1970009;G11.4
ORPHA:171629;-;612319;-;-;G11.4
ORPHA:171673;-;-;-;-;-
ORPHA:171676;-;-;-;-;-
ORPHA:171680;-;611603;-;-;Q04.3
ORPHA:171684;-;-;-;-;H81.8
ORPHA:171690;-;245340;-;C1855577;G72.8
ORPHA:171695;-;168601;-;C1850100;G20
ORPHA:171700;C536174;604809;10062952;C0878555;J44.8
ORPHA:171703;-;-;-;-;Q04.3
ORPHA:171706;-;609698;-;-;E03.1
ORPHA:171709;-;613958;-;-;N46
ORPHA:171714;-;609056;-;C1836824;E77.8
ORPHA:171719;-;614100;-;C0432335;-
ORPHA:171723;-;193900;-;C1721005;Q38.6
ORPHA:171829;-;-;-;-;Q93.5
ORPHA:171836;-;-;-;-;-
ORPHA:171839;-;-;-;C3267187;Q87.8
ORPHA:171844;-;612445;-;C2676234;-
ORPHA:171848;-;612674;-;C2675204;-
ORPHA:171851;-;609313;-;C1836330;-
ORPHA:171860;-;-;-;-;-
ORPHA:171863;-;612539;-;C2675528;G11.4
ORPHA:171866;-;612813;-;C2748544;Q77.7
ORPHA:171871;-;177735;-;C1449842;N25.8
ORPHA:171876;-;264350;-;C1449843;N25.8
ORPHA:171881;-;609285;-;C3710589;G71.2
ORPHA:171886;-;-;-;-;G71.2
ORPHA:171889;-;-;-;-;G71.2
ORPHA:171895;-;-;-;-;-
ORPHA:171898;-;-;-;-;-
ORPHA:171901;D016410;-;10011677;C0079773;C84.8
ORPHA:171915;-;-;-;-;-
ORPHA:171918;-;-;10042971;C0079772;-
ORPHA:171929;-;-;-;C0795837;Q92.2
ORPHA:172973;-;-;-;-;-
ORPHA:172976;-;-;-;-;G71.2
ORPHA:172979;-;-;-;-;-
ORPHA:172982;-;-;-;-;-
ORPHA:172985;-;-;-;-;-
ORPHA:174590;-;-;-;-;E23.0
ORPHA:177101;-;-;-;-;-
ORPHA:177107;-;-;-;-;-
ORPHA:177901;-;-;-;-;Q87.1
ORPHA:177904;-;-;-;-;Q87.1
ORPHA:177907;-;-;-;-;Q87.1
ORPHA:177910;-;-;-;-;Q87.1
ORPHA:177926;-;306700;-;-;D66
ORPHA:177929;-;306900;-;-;D67
ORPHA:178025;-;-;-;-;E23.0
ORPHA:178029;D020790;304900;10068587;C0687720;E23.2
ORPHA:178040;-;-;-;-;E30.1
ORPHA:178045;-;-;-;-;-
ORPHA:178145;-;117000;-;C1861753;G71.2
ORPHA:178148;-;-;-;C1843691;G71.2
ORPHA:178303;-;608156;-;C1842464;Q93.5
ORPHA:178307;-;615537;-;C0406811;L81.8
ORPHA:178311;-;-;-;C0020499;M85.8
ORPHA:178315;-;-;-;-;-
ORPHA:178320;D055371;-;10069351;C0242488;-
ORPHA:178330;-;-;-;-;-
ORPHA:178333;-;300600;-;C0268505;H35.5
ORPHA:178338;-;600630;-;C1833561;-
ORPHA:178342;-;-;10067917;C0334121;-
ORPHA:178345;-;139300;-;C1970109;E30.1
ORPHA:178355;-;607326;-;C1846431;Q77.7
ORPHA:178364;-;610125;-;C1864690;Q11.2
ORPHA:178377;-;-;-;-;Q75.8
ORPHA:178382;-;192950;10066242;C0240912;Q66.8
ORPHA:178389;-;612301;-;C2676766;Q78.2
ORPHA:178396;-;-;-;-;-
ORPHA:178400;-;606768;-;C1847532;G71.0
ORPHA:178461;-;300696;-;C2678055;G71.0
ORPHA:178464;-;603689;-;C1863599;G71.0
ORPHA:178469;-;615828;-;-;-
ORPHA:178475;-;-;-;C1306794;A05.1
ORPHA:178478;-;-;-;C0238027;A05.1
ORPHA:178481;-;-;-;C1443901;A05.1
ORPHA:178487;-;-;-;-;A05.1
ORPHA:178493;-;-;-;C0730271;H35.3
ORPHA:178503;-;-;-;-;-
ORPHA:178506;-;613658;-;-;-
ORPHA:178509;-;168605;-;C1868594;-
ORPHA:178512;-;-;-;C1627767;C84.0
ORPHA:178517;D056267;-;-;C1276140;C84.0
ORPHA:178522;-;-;-;-;C84.4
ORPHA:178528;-;-;-;-;C84.5
ORPHA:178533;-;-;-;-;C84.4
ORPHA:178536;D018442;-;-;C1275321;C83.0
ORPHA:178540;-;-;-;C1631066;C82.6
ORPHA:178544;-;-;-;-;C83.3
ORPHA:178548;-;-;-;-;-
ORPHA:178551;-;-;-;-;-
ORPHA:178554;-;-;-;-;-
ORPHA:178557;-;-;-;-;-
ORPHA:178563;-;-;-;C1274310;-
ORPHA:178566;-;-;-;-;C84.0
ORPHA:178996;-;-;-;-;-
ORPHA:179006;-;-;-;-;-
ORPHA:179490;-;-;-;-;E66.8
ORPHA:179494;-;614963;-;-;E66.8
ORPHA:180062;-;-;-;-;-
ORPHA:180065;-;-;-;-;-
ORPHA:180068;-;-;-;-;Q51.8
ORPHA:180071;-;-;-;-;Q51.4
ORPHA:180074;-;-;-;-;Q51.4
ORPHA:180079;-;-;-;-;Q51.4
ORPHA:180086;-;-;10012770;C0266393;Q51.1
ORPHA:180106;-;-;-;-;Q51.1
ORPHA:180111;-;-;-;-;Q51.1
ORPHA:180114;-;-;-;-;Q51.3
ORPHA:180118;-;-;-;C0266397;Q51.3
ORPHA:180122;-;-;10062606;C0152240;Q51.2
ORPHA:180126;-;-;-;-;Q51.2
ORPHA:180129;-;-;-;-;Q51.2
ORPHA:180134;-;-;10004550;C0266387;Q51.3
ORPHA:180139;-;-;10063146;C0266399;Q51.8
ORPHA:180142;-;-;-;-;Q51.0
ORPHA:180145;-;-;-;-;Q51.5
ORPHA:180148;-;-;-;-;-
ORPHA:180151;-;-;-;-;-
ORPHA:180154;-;-;-;C0266411;Q52.1
ORPHA:180157;-;-;-;-;Q52.1
ORPHA:180160;-;-;-;-;Q52.1
ORPHA:180163;-;-;-;C0266008;-
ORPHA:180170;-;-;-;-;-
ORPHA:180173;-;-;-;-;-
ORPHA:180176;-;113670;-;-;N62
ORPHA:180182;-;-;10049786;C0266010;Q83.1
ORPHA:180188;-;616001;-;C0432357;Q83.0
ORPHA:180193;-;-;-;-;-
ORPHA:180199;-;-;-;-;-
ORPHA:180202;-;-;-;-;-
ORPHA:180205;-;-;-;-;-
ORPHA:180208;-;-;-;-;-
ORPHA:180220;-;-;-;-;-
ORPHA:180226;D018236;-;-;C0206659;C22.7
ORPHA:180229;-;-;-;C0334518;-
ORPHA:180234;-;-;-;C0334524;-
ORPHA:180237;-;-;10053865;C0346190;D28.2
ORPHA:180242;-;-;10025915;C0153579;C57.0
ORPHA:180247;-;-;-;C0262659;C52
ORPHA:180250;-;-;-;C1458155;-
ORPHA:180253;-;-;-;C0346156;-
ORPHA:180257;-;-;-;C0678222;-
ORPHA:180261;D003557;-;10011813;C0010701;D48.6
ORPHA:180267;-;-;-;-;D24
ORPHA:180275;D010144;-;10033367;C1704323;C50.0
ORPHA:180303;-;-;-;-;-
ORPHA:180312;-;-;-;-;-
ORPHA:180766;-;-;-;-;-
ORPHA:180772;-;-;-;-;-
ORPHA:180776;-;-;-;-;-
ORPHA:180779;-;-;-;-;-
ORPHA:180821;-;-;-;-;-
ORPHA:180824;-;-;10061902;C0030297;-
ORPHA:181368;-;-;-;C3714619;-
ORPHA:181371;-;-;-;C0011854;-
ORPHA:181376;-;-;-;C0011860;-
ORPHA:181381;-;-;-;-;-
ORPHA:181384;-;-;-;-;-
ORPHA:181387;-;-;-;C0271623;-
ORPHA:181390;-;-;-;-;-
ORPHA:181393;-;-;-;C0271568;E34.3
ORPHA:181396;-;-;-;C0020676;-
ORPHA:181399;-;-;-;C0020550;E05.2
ORPHA:181402;-;-;-;-;-
ORPHA:181405;-;-;-;C0020626;E20.8
ORPHA:181408;-;-;-;C0020502;E21.3
ORPHA:181412;D047808;-;10061630;C0302280;-
ORPHA:181415;-;-;-;C1384514;E26.0
ORPHA:181419;-;-;-;C0020595;E27.4
ORPHA:181422;-;-;-;C0020473;E78.5
ORPHA:181425;-;-;-;-;-
ORPHA:181428;-;-;-;C0342883;E78.4
ORPHA:181431;-;-;-;-;E78.6
ORPHA:181437;-;-;-;-;-
ORPHA:181441;-;-;-;-;-
ORPHA:182040;-;-;-;-;D61.3
ORPHA:182043;-;-;-;-;-
ORPHA:182047;-;-;-;C0002879;D59.8
ORPHA:182050;-;600208;-;C1854520;D69.4
ORPHA:182054;-;-;-;-;-
ORPHA:182058;-;-;-;-;-
ORPHA:182061;-;-;-;-;-
ORPHA:182064;-;-;-;-;-
ORPHA:182067;D005910;613031;10018338;C0017638;-
ORPHA:182070;-;-;-;C0524851;-
ORPHA:182073;-;-;-;-;-
ORPHA:182076;-;-;-;-;-
ORPHA:182079;-;-;-;-;-
ORPHA:182083;-;-;-;-;-
ORPHA:182086;-;-;-;-;-
ORPHA:182090;C536282;-;10064911;C0152171;-
ORPHA:182095;D017563;-;10022611;C0206062;-
